NUID,CipheredProtectingKeyL2,CipheredProtectingKeyL1,CipheredContentKey,HostKey,IVCbc,IVCtr,IVCIPlus,DataIn,ClearTextFlashProtectionKey
0x000000000000006e,0xA9323031314E61677261766973696F6E,0xe2ae0fa30ea4ace19ac5c4d26db7a0a7,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000006f,0xA9323031314E61677261766973696F6E,0x8e76d987e9836afb7846c219c9f5be5c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000070,0xA9323031314E61677261766973696F6E,0x659aa326cc73c3231268e6eef9b45ed1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000071,0xA9323031314E61677261766973696F6E,0xa484d74832a330264defc350c6d737a3,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000072,0xA9323031314E61677261766973696F6E,0xd9e46326ac84f0e5c32008440bf874b1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000073,0xA9323031314E61677261766973696F6E,0x84c5db4c6bbb7c2ad95adc5677c00da6,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000074,0xA9323031314E61677261766973696F6E,0x5e3b896e86e47976446df192f86cab63,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000075,0xA9323031314E61677261766973696F6E,0xa8d5fd2b405b5e12528851a8cb88f2bc,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000076,0xA9323031314E61677261766973696F6E,0xa57d62e6ebe8efbe42caa857d3ad3971,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000077,0xA9323031314E61677261766973696F6E,0x1156ef07fe30828c7e4339b2b7d5f152,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000078,0xA9323031314E61677261766973696F6E,0x599c66adead098319cda49fdbd833e26,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000079,0xA9323031314E61677261766973696F6E,0x767d410839bea232661e418d6c2144e1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000007a,0xA9323031314E61677261766973696F6E,0xfdc0cae80833cab53a539b694a4c7d54,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000007b,0xA9323031314E61677261766973696F6E,0x0bc5a4ce3cae655f73176f749d14fafa,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000007c,0xA9323031314E61677261766973696F6E,0x5b8410da428f0f4c2dfa7d18ad3d86e9,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000007d,0xA9323031314E61677261766973696F6E,0x06dc38080754eda83bf1978a5247e6ad,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000007e,0xA9323031314E61677261766973696F6E,0xeef02ec855534a54e260b2643dc304ab,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000007f,0xA9323031314E61677261766973696F6E,0x985744f1ee56c8d5d73db6bb4e20e94a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
