NUID,IVCbc,IVCtr,IVCIPlus,DataIn,CERT_activate,CERT_generateKey
0x000000000000002c,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002C0000002C0000002C0000002C00000000000000000000000000000000;0x0F022001}{0x4047E27216209BC8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000091C7DEFB6196D2FCCC73B40FC1CB72CE49ACA6E81C4F0DE5;0x0E020001}{0x000000000000000000000000000000009A8DC534BC6EACD7BDEF2FB26B0F497C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000002d,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002D0000002D0000002D0000002D00000000000000000000000000000000;0x0F022001}{0x2241F2D7EE53BF9B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000060C372F0B009EDEE1A39943B94A864BEAE1F4E6DC5EDBF5D;0x0E020001}{0x00000000000000000000000000000000411BA6C1A15A49E917B66B0357DD1CDE;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000002e,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002E0000002E0000002E0000002E00000000000000000000000000000000;0x0F022001}{0x1964A969571A198B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000241B33EC1E8C69B6460DC23BE46E5DA094AFA8A758AD792D;0x0E020001}{0x00000000000000000000000000000000888510F9DC157E6B00C2C6AE993A31B5;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000002f,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002F0000002F0000002F0000002F00000000000000000000000000000000;0x0F022001}{0x2ADE8EA4CF9FDC5E000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B5B02B606CA6CF320AB03514FDED3C92B06F6D458291BB17;0x0E020001}{0x0000000000000000000000000000000004E003099687F33EADD75EC1BE708CE3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000030,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003000000030000000300000003000000000000000000000000000000000;0x0F022001}{0x994F707804CC749E000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000031E590C6AEF07C1A71947AE07302C374CF69AE64F9CDF609;0x0E020001}{0x00000000000000000000000000000000D32AFE3591D6D4D8C955BFBEDC0F7966;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000031,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003100000031000000310000003100000000000000000000000000000000;0x0F022001}{0x5394FAF11EE70BFA000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000C5E975B190EE3087C71BFFC806CCDAC931168866B41D8375;0x0E020001}{0x000000000000000000000000000000002F7EA363CC9EC581712397F5F3291D5A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000032,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003200000032000000320000003200000000000000000000000000000000;0x0F022001}{0x292A069CEE5DC220000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000CDEAAC4310DBCDC38A36D3E436E16C00E3E8697ED2B7DCF0;0x0E020001}{0x00000000000000000000000000000000DC313F1CE147495BCFA5FFB2C193888D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000033,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003300000033000000330000003300000000000000000000000000000000;0x0F022001}{0x23C4D256D616CCD8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000F259AE1EB2C53F254C79AD8A691FA70B0D4F9E23710BD2DB;0x0E020001}{0x00000000000000000000000000000000D8A3AF845857F685E9EAB798F7420019;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000034,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003400000034000000340000003400000000000000000000000000000000;0x0F022001}{0x326E5072C8F19720000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D6C75CDA574A5E33E92456E6A2BEFD698F76CA529BE8DC62;0x0E020001}{0x000000000000000000000000000000001D347894A52FF1E97640C2E35EF3D80F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000035,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003500000035000000350000003500000000000000000000000000000000;0x0F022001}{0xDBA39ABB30282D7A000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000169D51148D4DD6586AC58B56106519F3A5B2C45CEDD1F6AA;0x0E020001}{0x000000000000000000000000000000001E72577FF8CD0667CBB82F9DBC8409DB;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000036,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003600000036000000360000003600000000000000000000000000000000;0x0F022001}{0xC3C09BA32A1E4EC6000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000036FF2C56D2FE6C0DAB470E9765CFCED021A6215D5C8CAB1A;0x0E020001}{0x00000000000000000000000000000000CAFAD7586FB4E6D417BD5B88252B14ED;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000037,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003700000037000000370000003700000000000000000000000000000000;0x0F022001}{0x246AC47942A01BA7000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000035C57E67349CB1DE6AF1A3350B95E8AAB4694AB5AAF376C9;0x0E020001}{0x000000000000000000000000000000003684B1432A0349F624E80390F9F3938A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000038,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003800000038000000380000003800000000000000000000000000000000;0x0F022001}{0x18541489B701C0FA000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000DDE3AA2154CAD01E6EF45A046EF809ECC9F762049CF14A69;0x0E020001}{0x00000000000000000000000000000000A6B80BAA01DAFF2A90321A7AF1DCC6A9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000039,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003900000039000000390000003900000000000000000000000000000000;0x0F022001}{0xB91C4BFB56C48234000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000EDF56C6AE1BC33288FAA4272DF61EF41367FC1EBB99478C3;0x0E020001}{0x00000000000000000000000000000000FD70FBFCAB68638334275FA8730E284F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000003a,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003A0000003A0000003A0000003A00000000000000000000000000000000;0x0F022001}{0x7A9F809CCD49AE49000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000EEF5BB40703F2715E58024678B0427170CA4924104B1D8BB;0x0E020001}{0x0000000000000000000000000000000033E62EBC51C0CEA5F385D4A7EAD1A89D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000003b,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003B0000003B0000003B0000003B00000000000000000000000000000000;0x0F022001}{0xD40D4B7B866A8404000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000F87890ECC5C128F27C68FBA2B4D4C7C7741A4311A6E859B3;0x0E020001}{0x00000000000000000000000000000000E79D0C7F50C431CB21B4B02F29EF07F1;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000003c,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003C0000003C0000003C0000003C00000000000000000000000000000000;0x0F022001}{0x43FC5EE51BB27864000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000EA1FBF3EBDCB4E667F37F5F92EFF1E02CBB55199C798C031;0x0E020001}{0x00000000000000000000000000000000E6043FEC5C1C573E2B999D9BBB7C92BC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000003d,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003D0000003D0000003D0000003D00000000000000000000000000000000;0x0F022001}{0xB875CE5E233F3EA0000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000005A87A373995EC7AA85A6D779A7211DD2A5F346626B6E28BF;0x0E020001}{0x00000000000000000000000000000000528DA99994B0039A6FF8E43229B2149C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000003e,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003E0000003E0000003E0000003E00000000000000000000000000000000;0x0F022001}{0x742FD39CA55D84CB000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000005CC94F5F1346CE07AF8B2BDF3D4ADAE0EF777FF18B9D9F48;0x0E020001}{0x00000000000000000000000000000000E4D079F51622D3C732528B4D30F45B62;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000003f,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000003F0000003F0000003F0000003F00000000000000000000000000000000;0x0F022001}{0x3AB67D49C85FF853000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000016520E84000E6E5A6D0A5752682DA38BC0551014399F04C4;0x0E020001}{0x00000000000000000000000000000000C15F3F826C13511F0F11D5F1650FDE03;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000040,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004000000040000000400000004000000000000000000000000000000000;0x0F022001}{0x1D210AA6C011FEB3000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000E32937AA86D8B1235B478A95A26A9D3555C327148035FEE7;0x0E020001}{0x00000000000000000000000000000000912139F0F7FC8B0642DCAF7B9C974353;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000041,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004100000041000000410000004100000000000000000000000000000000;0x0F022001}{0x94DF0765BD4CAF32000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000000DFB1932C24275CDB78DDC43DF6FFEDD9AA5D120BBF8ECC0;0x0E020001}{0x00000000000000000000000000000000B03A8088D16E67747C91E39F287BDEDE;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000042,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004200000042000000420000004200000000000000000000000000000000;0x0F022001}{0x93C569DECC2A26E0000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000FAA08487A3A96930164A53FF6F25321BB2F0C248B253C1CA;0x0E020001}{0x00000000000000000000000000000000583568531A4C33FFF20EA4E0770E3094;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000043,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004300000043000000430000004300000000000000000000000000000000;0x0F022001}{0xA22079A63D2D1BD5000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000038D816B86B0D58E489C39A6A78B5C7380AA372ADE09AACF3;0x0E020001}{0x00000000000000000000000000000000758C00465FEB60C484B295B58FBDA29F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000044,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004400000044000000440000004400000000000000000000000000000000;0x0F022001}{0x1340E84DA46282B9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000079CA7CB6BE991390A5B71A089460969EFE737D7172DAF0A8;0x0E020001}{0x0000000000000000000000000000000030E743E39ACDA24D5E0BBA6AD06608FD;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000045,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004500000045000000450000004500000000000000000000000000000000;0x0F022001}{0xA666BA2A6FB01708000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D0453E156EA051C181F67B6871E81A77C6C44C46B6156C37;0x0E020001}{0x000000000000000000000000000000004ACD5AA3688E2E665DCF009EB058A637;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000046,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004600000046000000460000004600000000000000000000000000000000;0x0F022001}{0xC27E21EE4B9E9063000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000026EFBF281E23D0A2500965BC38AF003EF5B855F7E7867FF6;0x0E020001}{0x00000000000000000000000000000000165BEBE8742CEC3EE85216F82D1E4980;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000047,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004700000047000000470000004700000000000000000000000000000000;0x0F022001}{0x9535956850830975000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000491078A3D816D8C10ACA57C6F40868DD23EB545531FFB94D;0x0E020001}{0x00000000000000000000000000000000D71EE2109F35A2801A78FFD55A88974A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000048,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004800000048000000480000004800000000000000000000000000000000;0x0F022001}{0xD739033B28934F49000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B92FDC9984B776B833885F5C58A1B17CD551A3E48C539A41;0x0E020001}{0x0000000000000000000000000000000047E09AF3E09C051C699319FD442E3F3F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000049,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004900000049000000490000004900000000000000000000000000000000;0x0F022001}{0x0A04968F35184A6E000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000ADB4A9C44D70269A3B96D4FAC7B4CFABA7FCFCD90BCD0DD4;0x0E020001}{0x00000000000000000000000000000000AD153D171C0ABB8FDC5286BA9454EC7D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000004a,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004A0000004A0000004A0000004A00000000000000000000000000000000;0x0F022001}{0x2C8458F563F0CB21000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000357C6C0412ACE307B7016170DFAEE01895B2078965A85A73;0x0E020001}{0x0000000000000000000000000000000079D90BDDA98A4790FBA5A53FD9492E43;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000004b,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004B0000004B0000004B0000004B00000000000000000000000000000000;0x0F022001}{0xF4B3D543CED8CDD9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000003780F21652AA5ABAEB1D73886ECE7432709A6B4242D8E080;0x0E020001}{0x00000000000000000000000000000000620656A44E7169B41B1A6F494D5C6DF6;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000004c,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004C0000004C0000004C0000004C00000000000000000000000000000000;0x0F022001}{0x1E47E92A244F423E000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000C92200E89285C1FF183B7EBBC57645E07415F7FB398B0B33;0x0E020001}{0x0000000000000000000000000000000001D5EDD4BF3CC326E6AF09EE0721EF71;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000004d,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004D0000004D0000004D0000004D00000000000000000000000000000000;0x0F022001}{0x6B880DDC2B709064000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000C20435EAE9B687A9178EAE217D9035C9AC230CBF792A9848;0x0E020001}{0x00000000000000000000000000000000354CA868D0CC9CA2943D9C9EDC8B34EC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000004e,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004E0000004E0000004E0000004E00000000000000000000000000000000;0x0F022001}{0x5E3149FB15B193D4000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008B9E8ED43C3C3D68153C9A494D41EB72F26910F0C638D1E4;0x0E020001}{0x000000000000000000000000000000003B3D86329900C8A85E80CEA085CDE7C9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000004f,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000004F0000004F0000004F0000004F00000000000000000000000000000000;0x0F022001}{0x64854A28651497AA000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000F096E93823F0DDAE4BCBCD9FC41D0CB450A3ECF37BA82A51;0x0E020001}{0x000000000000000000000000000000007A7A31450AB9898967442A311E7FE002;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000050,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005000000050000000500000005000000000000000000000000000000000;0x0F022001}{0x07180D9678723CCD000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000E64DC612374C9C460DB51E6E05FA74780761E40DC1862412;0x0E020001}{0x0000000000000000000000000000000030DBDC797189B57BF7293A70823E37F6;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000051,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005100000051000000510000005100000000000000000000000000000000;0x0F022001}{0x3F21717F17288999000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000040B931D33E38D4150F15FABEFDE99F31165034CB2A57356D;0x0E020001}{0x000000000000000000000000000000008DC3384D4C62EF3F975C41787DE40F19;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000052,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005200000052000000520000005200000000000000000000000000000000;0x0F022001}{0x176C4FCBBE24264B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F3D853A4F529C57961F3DCB817679D24D652C449F2DFD2B;0x0E020001}{0x00000000000000000000000000000000150F673CFEC9C5B1F17D1F2E11C85D39;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000053,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005300000053000000530000005300000000000000000000000000000000;0x0F022001}{0x58C4C23486E5573B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000073A885569679F7D7F8D693D4B20985AC210EBFB92DCF4EBB;0x0E020001}{0x00000000000000000000000000000000A81D368B19E5B22DA5D64E9DC12E4D9E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000054,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005400000054000000540000005400000000000000000000000000000000;0x0F022001}{0x0B598DEF7621D470000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000003F59122EA00C8F8F0501B170686E5A44B486B731BE6429AC;0x0E020001}{0x00000000000000000000000000000000E82F6CABA46F45A84AFCF521E5E91250;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000055,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005500000055000000550000005500000000000000000000000000000000;0x0F022001}{0x51226BDCCA65AA83000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002C82EFA947E2A05E0D11D4E28BE1664F5228D9DC3890A6E5;0x0E020001}{0x00000000000000000000000000000000C051AE061A830FE320277A16B4111A97;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000056,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005600000056000000560000005600000000000000000000000000000000;0x0F022001}{0xD777E872E6D7AD36000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000218E09CCB0CB9BCB9E30E5D25FDE2A37018C3E080D7AB4FB;0x0E020001}{0x0000000000000000000000000000000054AADB4BE34F62CF48259F3AEB6D6044;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000057,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000005700000057000000570000005700000000000000000000000000000000;0x0F022001}{0xC4ABFCBE67004447000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D2C49F3767BBBD7CDC7FC0C64D8E2A6635267B4206520B10;0x0E020001}{0x00000000000000000000000000000000E11033043A9D78D4F9F4AD0CE725F519;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
