NUID,r2rHostKeyDataOutEncEcb-EMI0x4041-MT,r2rHostKeyDataOutDecEcb-EMI0x4041-MT,r2rHostKeyDataOutEncCbc-EMI0x4043-MT,r2rHostKeyDataOutDecCbc-EMI0x4043-MT,r2rHostKeyDataOutEncCtr,r2rHostKeyDataOutDecCtr,r2rContentKeyDataOutEncEcb-EMI0x4041-MT,r2rContentKeyDataOutDecEcb-EMI0x4041-MT,r2rContentKeyDataOutEncCbc-EMI0x4043-MT,r2rContentKeyDataOutDecCbc-EMI0x4043-MT,r2rContentKeyDataOutEncCtr,r2rContentKeyDataOutDecCtr
0x0000000000000069,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xefb72b6017f25c94,0x3e3862f5e380151f,0x7284474ae6cc3a7a,0x227ec15135e4ec58,,,
0x000000000000006a,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x1afef3e0f4255895,0x788908105d2168a7,0x8ddbf22be82310a2,0x50abcc5fe4eaf2f3,,,
0x000000000000006b,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xa7870209f5c99a9f,0xfafa71705de48946,0x10dd3db6ba9318ff,0xd87c0fbcccfa2b1f,,,
0x000000000000006c,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x10251d8d6b2a2759,0x2e434f23788607ca,0x3b7bc09b5e9dd217,0xfc05369e8bd31626,,,
0x000000000000006d,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x53a193dcde85cb3d,0x89bf5cdb325a2198,0xdf10c175e3607660,0x33f812fa54b2a033,,,
0x000000000000006e,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xbb82235f5fecb601,0xfb48a56b1c98cb75,0x9b378a46f844ecdf,0x95d61a996c01fe44,,,
0x000000000000006f,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x67e91642411272dc,0x9460cf5abc743409,0xa9ec5682500a5948,0x54c81e33bb950aeb,,,
0x0000000000000070,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x8cb8314f01aa3956,0xbec736d7c6e85e57,0xb342baae2883f409,0xc38fc4c16effd9be,,,
0x0000000000000071,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xe47cb9035da20ac5,0xe5a6f918045011c3,0xff76e1fe07ed868c,0xb9fa80332c1e84c0,,,
0x0000000000000072,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xf77bc8a25e20e19c,0x90f49e5a8e582cd8,0x18a57548dedb2d3a,0x92a2cb377adfc957,,,
0x0000000000000073,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xa7a1a6706c8382e9,0x6d0c605d8fe0b158,0xad2076ced785330e,0x4d747f6ce98c3bd0,,,
0x0000000000000074,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x5269b59ebeb9766e,0x4ae202454583ed71,0x460f74712c1db207,0xe052d52903f1ae81,,,
0x0000000000000075,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xd565c3750032a8e8,0x7e462ad95451d927,0x9b9a30cc93e362e0,0x7b6a19e668c74824,,,
0x0000000000000076,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xe0470d1fdd08a391,0x2e11eef23cc253b4,0xdb7b294f8fdae3ad,0xfbdabcbc2aa79ae1,,,
0x0000000000000077,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xa45510f4a8c9fcab,0xd70dd71b84f2f201,0xf501e417fda65660,0x91b10a704f91803a,,,
0x0000000000000078,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x43eedb6f01a79e6e,0x54005e3ac4652106,0xa54227040882181c,0x5028ebc48858428e,,,
0x0000000000000079,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xf94664b7f24bde5c,0x2bb16ff9500791cb,0x5f0e085d6dfb40a1,0xf28d723267a27795,,,
0x000000000000007a,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xe661d4b750f71c39,0x3ecb327fddc14ae3,0xcf27a958497f12b4,0x047b1dd2c455c4d8,,,
0x000000000000007b,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x66f33d6bf56ea1b4,0xcd02e333c27f3aa8,0xb726ded20d5cd1f6,0x6811eae1cd4300ed,,,
0x000000000000007c,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x720d129e62909a29,0xcb2f5d250e8ddb32,0x9290499e0c2b62ee,0x9b36a59a32274309,,,
0x000000000000007d,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0xe9371c1e1de64bf4,0x86e502ba1d5eb7f3,0x65d0b2e07863a883,0x9cb9a6a5f9ff991b,,,
0x000000000000007e,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x41f62d556aa67843,0x9186b0346cc47305,0xe4599697ffab56cd,0xe1b670c6d268e9dc,,,
0x000000000000007f,0x03E69F5BFA58EB42,0x6996C8FA47A2ABEB,0x357611565FA18E4D,0x470EFC9A6B8EE393,,,0x48fe66047d0168e9,0x375bcc7c7bfc82ed,0x43adde61320acb40,0xd79222ab654d4372,,,
